Author,Year,estimate_type,PA_Varme,Pa_varNotes,Construct,X_varNotes,N,B_uni,B_SE_uni,beta_uni,CI_lower_uni,CI_upper_uni,p_valueBeta_uni,t_uni,F_uni,p_valueF_uni,Rsqrt_uni,r_uni,p_valuerCoeff_uni,Odds_Ratio,CI_OR,p_valueOR,Rho_uni,p_valueRho_uni,Variates_multi,B_multi,SE_B_Multi,beta_multi,p_valueBeta_multi,F_multi,p_valueF_multi,SE_multi,t_multi,p_multi,CI_1_multi,CI_2_multi,Rsqrt_multi,B_PA_X,SE_PA_X,OR_PA_X,CI_1_PA_X,CI_2_PA_X,P_value_PA_X,N_PA_X,Proportion_Percent_PA_X,Mean_PA_X,SD_PA_X,Median_PA_X,IRQ_First_PA_X,IRQ_Second_PA_X,F_PA_X,p_F_PA_X,OR_PA_noX,CI_1_PA_noX,CI_2_,p_PA_noX,N_PA_noX,Proportion_Percent_PA_noX,Mean_PA_noX,SD_PA_noX,Median_PA_noX,IRQ_First_PA_noX,IRQ_Second_PA_noX,t_value_PA_noX,p_valueTPA_noX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Category,Steps/d_total_category1,1.00,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.00,87.00,,,,,,,,,,,,22.00,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Category,Steps/d_total_category2,2.00,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00,56.00,,,,,,,,,,,,10.00,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Category,Steps/d_total_category3,3.00,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.00,12.00,,,,,,,,,,,,9.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,Vigorous_mean,Vigorous physical activity (6Y9 METs),NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,0.00,1.00,0.00,0.00,0.00,,,,,,,68.00,,1.00,3.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,MultivariateBeta,Steps/d_total,Steps/d ,SelfEfficacy,Self-efficacy,68,,,,,,,,,,,,,,,,,,,33.20,,,,,,11.49,2.89,0.01,10.10,56.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oka et al., 1996",1996,r,IPAQ_scale,Self-reported physical activity ,PerceivedExertion,Perceived exertion,43,,,,,,,,,,,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oka et al., 1996",1996,r,IPAQ_scale,Self-reported physical activity ,SelfEfficacy,"Self_efficacy
",43,,,,,,,,,,,0.46,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,6MWT,"Baseline 6-MWT, ft",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,1276.20,172.80,,,,,,,,,,39.00,,1113.30,289.70,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,Age,"Age, y",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,62.60,9.70,,,,,,,,,,39.00,,64.20,11.10,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,Anxiety,MAACL anxiety,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.35,1.98,1.01,3.92,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,Anxiety,Anxiety,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,5.60,3.60,,,,,,,,,,39.00,,4.80,3.50,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,BMI,BMI,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,0.13,0.76,0.58,0.98,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,BMI,"BMI,kg/m",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,31.70,6.30,,,,,,,,,,39.00,,28.60,5.70,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,Comorbidity2,Charlson comorbidity index score,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.46,2.73,1.11,6.71,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,Comorbidity,Charlson comorbidity index,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,1.90,1.40,,,,,,,,,,39.00,,3.10,1.70,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,Depression,Depression,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,11.20,5.60,,,,,,,,,,39.00,,11.20,5.50,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,Dysphoria,MAACL emotiol dysphoria,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,24.30,11.90,,,,,,,,,,39.00,,21.80,12.20,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,HFDuration2,"HF duration, mo",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.03,1.07,1.01,1.13,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,HFDuration,"HFduration, mo",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,29.70,23.80,,,,,,,,,,39.00,,52.90,43.20,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,Hostility2,MAACL hostility,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76,0.34,0.47,0.24,0.91,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,Hostility,Hostility,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,7.50,4.00,,,,,,,,,,39.00,,5.80,3.80,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,LVEF,"LVEF, %",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,28.90,7.90,,,,,,,,,,39.00,,30.70,8.30,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,NYHA_II2,NYHA Class II,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,76.00,,,,,,,,,,,,7.00,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,NYHA_III,NYHA Class III/IV,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,50.00,,,,,,,,,,,,6.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garet et al., 2005",2005,Mean_SD,EnergyExpend_total,Total energy expenditure (kcal) ,NYHA,NYHA_IIIvsII,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.60,33.60,,,,,,,,,,,,889.40,62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garet et al., 2005",2005,Mean_SD,,DEE: duration,NYHA,NYHA_IIIvsII,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,857.80,41.70,,,,,,,,,,39.00,,1440.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garet et al., 2005",2005,Mean_SD,, PA low,NYHA_IIIvsII2,NYHA_IIIvsII,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,704.50,63.20,,,,,,,,,,39.00,,549.40,62.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garet et al., 2005",2005,Mean_SD,,PA high,NYHA_IIIvsII2,NYHA_IIIvsII,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,99.10,82.40,,,,,,,,,,39.00,,605.70,157.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garet et al., 2005",2005,Mean_SD,,PA intentisive,NYHA_IIIvsII2,NYHA_IIIvsII,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,1.10,0.00,,,,,,,,,,39.00,,236.10,146.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,PeakVO2_2,Peak VO2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,0.18,0.87,0.62,1.22,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,PeakVO2,"Baseline peak VO2, mL/kg/min",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,,15.00,3.80,,,,,,,,,,39.00,,12.30,2.90,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,,Diuretics,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,65.00,,,,,,,,,,,,13.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,,Ace-inhibitors,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00,67.00,,,,,,,,,,,,13.00,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,,Beta-blockers,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,62.00,,,,,,,,,,,,6.00,38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Binary,Exercise_complient_Binary,exercise Complient vs non-complient ,,Digoxin,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,68.00,,,,,,,,,,,,8.00,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,,"SPYH, y",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.40,20.60,,,,,,,,,,,28.60,38.90,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,,Ischemic,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,55.00,,,,,,,,,,,10.00,46.00,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corvera-Tindel et al., 2004",2004,Mean_SD,Exercise_complient_Binary,exercise Complient vs non-complient ,,Nonischemic,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,82.00,,,,,,,,,,,3.00,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moreno-Soarez et al., 2019",2019,Mean_SD,EnergyExpend_total,"Energy Expenditure, kcal",LVAD,"LVAD: exposed vs non-exposed
",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00,,404.10,169.10,,,,,,,,,,32.00,,222.50,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moreno-Soarez et al., 2019",2019,Median,LowDuration_dayMean,duration of Physical activity at Light (1.5–3):,LVAD,"LVAD: exposed vs non-exposed
",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
